Year,measure,variable,value
1888,productionshare,Other AME,0
1889,productionshare,Other AME,0
1890,productionshare,Other AME,0
1891,productionshare,Other AME,0
1892,productionshare,Other AME,0
1893,productionshare,Other AME,0
1894,productionshare,Other AME,0
1895,productionshare,Other AME,0
1896,productionshare,Other AME,0
1897,productionshare,Other AME,0
1898,productionshare,Other AME,0
1899,productionshare,Other AME,0
1900,productionshare,Other AME,0
1901,productionshare,Other AME,0
1902,productionshare,Other AME,0
1903,productionshare,Other AME,0
1904,productionshare,Other AME,0
1905,productionshare,Other AME,0
1906,productionshare,Other AME,0
1907,productionshare,Other AME,0
1908,productionshare,Other AME,0
1909,productionshare,Other AME,0
1910,productionshare,Other AME,0
1911,productionshare,Other AME,0
1912,productionshare,Other AME,0
1913,productionshare,Other AME,0
1914,productionshare,Other AME,0
1915,productionshare,Other AME,0
1916,productionshare,Other AME,0
1917,productionshare,Other AME,0
1918,productionshare,Other AME,0
1919,productionshare,Other AME,0
1920,productionshare,Other AME,0
1921,productionshare,Other AME,0
1922,productionshare,Other AME,0
1923,productionshare,Other AME,0
1924,productionshare,Other AME,0
1925,productionshare,Other AME,0
1926,productionshare,Other AME,0
1927,productionshare,Other AME,0
1928,productionshare,Other AME,0
1929,productionshare,Other AME,0
1930,productionshare,Other AME,0
1931,productionshare,Other AME,0
1932,productionshare,Other AME,0
1933,productionshare,Other AME,0
1934,productionshare,Other AME,0
1935,productionshare,Other AME,0
1936,productionshare,Other AME,0
1937,productionshare,Other AME,0
1938,productionshare,Other AME,0
1939,productionshare,Other AME,0
1940,productionshare,Other AME,0
1941,productionshare,Other AME,0
1942,productionshare,Other AME,0
1943,productionshare,Other AME,0
1944,productionshare,Other AME,0
1945,productionshare,Other AME,0
1946,productionshare,Other AME,0
1947,productionshare,Other AME,0
1948,productionshare,Other AME,0
1949,productionshare,Other AME,0
1950,productionshare,Other AME,0
1951,productionshare,Other AME,0
1952,productionshare,Other AME,0
1953,productionshare,Other AME,0
1954,productionshare,Other AME,0
1955,productionshare,Other AME,0
1956,productionshare,Other AME,0
1957,productionshare,Other AME,0
1958,productionshare,Other AME,0
1959,productionshare,Other AME,0
1960,productionshare,Other AME,0
1961,productionshare,Other AME,0
1962,productionshare,Other AME,0
1963,productionshare,Other AME,0
1964,productionshare,Other AME,0
1965,productionshare,Other AME,0
1966,productionshare,Other AME,0
1967,productionshare,Other AME,0
1968,productionshare,Other AME,0
1969,productionshare,Other AME,0
1970,productionshare,Other AME,0
1971,productionshare,Other AME,0
1972,productionshare,Other AME,0
1973,productionshare,Other AME,0
1974,productionshare,Other AME,0
1975,productionshare,Other AME,0
1976,productionshare,Other AME,0
1977,productionshare,Other AME,0
1978,productionshare,Other AME,0
1979,productionshare,Other AME,0
1980,productionshare,Other AME,0
1981,productionshare,Other AME,0
1982,productionshare,Other AME,0
1983,productionshare,Other AME,0
1984,productionshare,Other AME,0
1985,productionshare,Other AME,0
1986,productionshare,Other AME,0
1987,productionshare,Other AME,0
1988,productionshare,Other AME,0
1989,productionshare,Other AME,0
1990,productionshare,Other AME,0
1991,productionshare,Other AME,0
1992,productionshare,Other AME,0
1993,productionshare,Other AME,0
1994,productionshare,Other AME,0
1995,productionshare,Other AME,0
1996,productionshare,Other AME,0
1997,productionshare,Other AME,0
1998,productionshare,Other AME,0
1999,productionshare,Other AME,0
2000,productionshare,Other AME,0
2001,productionshare,Other AME,0
2002,productionshare,Other AME,0
2003,productionshare,Other AME,0
2004,productionshare,Other AME,0
2005,productionshare,Other AME,0
2006,productionshare,Other AME,0
2007,productionshare,Other AME,0
2008,productionshare,Other AME,0
2009,productionshare,Other AME,0
2010,productionshare,Other AME,0
2011,productionshare,Other AME,0
2012,productionshare,Other AME,0
2013,productionshare,Other AME,0
2014,productionshare,Other AME,0
2015,productionshare,Other AME,0
2016,productionshare,Other AME,0
2017,productionshare,Other AME,0
2018,productionshare,Other AME,0
2019,productionshare,Other AME,0
1894,productionshare,China,0
1895,productionshare,China,0
1896,productionshare,China,0
1897,productionshare,China,0
1898,productionshare,China,0
1899,productionshare,China,0
1900,productionshare,China,0
1901,productionshare,China,0
1902,productionshare,China,0
1903,productionshare,China,0
1904,productionshare,China,0
1905,productionshare,China,0
1906,productionshare,China,0
1907,productionshare,China,0
1908,productionshare,China,0
1909,productionshare,China,0
1910,productionshare,China,0
1911,productionshare,China,0
1912,productionshare,China,0
1913,productionshare,China,0
1914,productionshare,China,0
1915,productionshare,China,0
1916,productionshare,China,0
1917,productionshare,China,0
1918,productionshare,China,0
1919,productionshare,China,0
1920,productionshare,China,0
1921,productionshare,China,0
1922,productionshare,China,0
1923,productionshare,China,0
1924,productionshare,China,0
1925,productionshare,China,0
1926,productionshare,China,0
1927,productionshare,China,0
1928,productionshare,China,0
1929,productionshare,China,0
1930,productionshare,China,0
1931,productionshare,China,0
1932,productionshare,China,0
1933,productionshare,China,0
1934,productionshare,China,0
1935,productionshare,China,0
1936,productionshare,China,0
1937,productionshare,China,0
1938,productionshare,China,0
1939,productionshare,China,0
1940,productionshare,China,0
1941,productionshare,China,0
1942,productionshare,China,0
1943,productionshare,China,0
1944,productionshare,China,0
1945,productionshare,China,0
1946,productionshare,China,0
1947,productionshare,China,0
1948,productionshare,China,0
1949,productionshare,China,0
1950,productionshare,China,0
1951,productionshare,China,0
1952,productionshare,China,0
1953,productionshare,China,0
1954,productionshare,China,0
1955,productionshare,China,0
1956,productionshare,China,0
1957,productionshare,China,0
1958,productionshare,China,0
1959,productionshare,China,0
1960,productionshare,China,0
1961,productionshare,China,0
1962,productionshare,China,0
1963,productionshare,China,0
1964,productionshare,China,0
1965,productionshare,China,0
1966,productionshare,China,0
1967,productionshare,China,0
1968,productionshare,China,0
1969,productionshare,China,0
1970,productionshare,China,0
1971,productionshare,China,0
1972,productionshare,China,0
1973,productionshare,China,0
1974,productionshare,China,0
1975,productionshare,China,0
1976,productionshare,China,0
1977,productionshare,China,0
1978,productionshare,China,0
1979,productionshare,China,0
1980,productionshare,China,0
1981,productionshare,China,0
1982,productionshare,China,0
1983,productionshare,China,0
1984,productionshare,China,0
1985,productionshare,China,0
1986,productionshare,China,0
1987,productionshare,China,0
1988,productionshare,China,1
1989,productionshare,China,1
1990,productionshare,China,0
1991,productionshare,China,1
1992,productionshare,China,0
1993,productionshare,China,1
1994,productionshare,China,0
1995,productionshare,China,0
1996,productionshare,China,0
1997,productionshare,China,0
1998,productionshare,China,0
1999,productionshare,China,0
2000,productionshare,China,1
2001,productionshare,China,1
2002,productionshare,China,1
2003,productionshare,China,1
2004,productionshare,China,1
2005,productionshare,China,1
2006,productionshare,China,1
2007,productionshare,China,2
2008,productionshare,China,2
2009,productionshare,China,3
2010,productionshare,China,3
2011,productionshare,China,3
2012,productionshare,China,4
2013,productionshare,China,4
2014,productionshare,China,4
2015,productionshare,China,4
2016,productionshare,China,3
2017,productionshare,China,4
2018,productionshare,China,2
2019,productionshare,China,1
1835,productionshare,Hong Kong,0
1836,productionshare,Hong Kong,0
1837,productionshare,Hong Kong,0
1838,productionshare,Hong Kong,0
1839,productionshare,Hong Kong,0
1840,productionshare,Hong Kong,0
1841,productionshare,Hong Kong,0
1842,productionshare,Hong Kong,0
1843,productionshare,Hong Kong,0
1844,productionshare,Hong Kong,0
1845,productionshare,Hong Kong,0
1846,productionshare,Hong Kong,0
1847,productionshare,Hong Kong,0
1848,productionshare,Hong Kong,0
1849,productionshare,Hong Kong,0
1850,productionshare,Hong Kong,0
1852,productionshare,Hong Kong,0
1853,productionshare,Hong Kong,0
1854,productionshare,Hong Kong,0
1855,productionshare,Hong Kong,0
1856,productionshare,Hong Kong,0
1857,productionshare,Hong Kong,0
1858,productionshare,Hong Kong,0
1859,productionshare,Hong Kong,0
1860,productionshare,Hong Kong,0
1861,productionshare,Hong Kong,0
1862,productionshare,Hong Kong,0
1863,productionshare,Hong Kong,0
1864,productionshare,Hong Kong,0
1865,productionshare,Hong Kong,0
1866,productionshare,Hong Kong,0
1867,productionshare,Hong Kong,0
1868,productionshare,Hong Kong,0
1869,productionshare,Hong Kong,0
1870,productionshare,Hong Kong,0
1871,productionshare,Hong Kong,0
1872,productionshare,Hong Kong,0
1873,productionshare,Hong Kong,0
1874,productionshare,Hong Kong,0
1875,productionshare,Hong Kong,0
1876,productionshare,Hong Kong,0
1877,productionshare,Hong Kong,0
1878,productionshare,Hong Kong,0
1879,productionshare,Hong Kong,0
1880,productionshare,Hong Kong,0
1881,productionshare,Hong Kong,0
1882,productionshare,Hong Kong,0
1883,productionshare,Hong Kong,0
1884,productionshare,Hong Kong,0
1885,productionshare,Hong Kong,0
1886,productionshare,Hong Kong,0
1887,productionshare,Hong Kong,0
1888,productionshare,Hong Kong,0
1889,productionshare,Hong Kong,0
1949,productionshare,Hong Kong,0
1950,productionshare,Hong Kong,0
1951,productionshare,Hong Kong,0
1952,productionshare,Hong Kong,0
1953,productionshare,Hong Kong,0
1954,productionshare,Hong Kong,0
1955,productionshare,Hong Kong,0
1956,productionshare,Hong Kong,0
1957,productionshare,Hong Kong,0
1958,productionshare,Hong Kong,0
1959,productionshare,Hong Kong,0
1960,productionshare,Hong Kong,0
1961,productionshare,Hong Kong,0
1962,productionshare,Hong Kong,0
1963,productionshare,Hong Kong,0
1964,productionshare,Hong Kong,0
1965,productionshare,Hong Kong,0
1966,productionshare,Hong Kong,0
1967,productionshare,Hong Kong,0
1968,productionshare,Hong Kong,0
1969,productionshare,Hong Kong,0
1970,productionshare,Hong Kong,0
1971,productionshare,Hong Kong,0
1972,productionshare,Hong Kong,0
1973,productionshare,Hong Kong,0
1974,productionshare,Hong Kong,0
1975,productionshare,Hong Kong,0
1976,productionshare,Hong Kong,0
1977,productionshare,Hong Kong,0
1978,productionshare,Hong Kong,0
1979,productionshare,Hong Kong,0
1980,productionshare,Hong Kong,0
1981,productionshare,Hong Kong,0
1982,productionshare,Hong Kong,0
1983,productionshare,Hong Kong,0
1984,productionshare,Hong Kong,0
1985,productionshare,Hong Kong,0
1986,productionshare,Hong Kong,0
1987,productionshare,Hong Kong,0
1988,productionshare,Hong Kong,0
1989,productionshare,Hong Kong,0
1990,productionshare,Hong Kong,0
1991,productionshare,Hong Kong,0
1992,productionshare,Hong Kong,0
1993,productionshare,Hong Kong,0
1994,productionshare,Hong Kong,0
1995,productionshare,Hong Kong,0
1996,productionshare,Hong Kong,0
1997,productionshare,Hong Kong,0
1998,productionshare,Hong Kong,0
1999,productionshare,Hong Kong,0
2000,productionshare,Hong Kong,0
2001,productionshare,Hong Kong,0
2002,productionshare,Hong Kong,0
2003,productionshare,Hong Kong,0
2004,productionshare,Hong Kong,0
2005,productionshare,Hong Kong,0
2006,productionshare,Hong Kong,0
2007,productionshare,Hong Kong,0
2008,productionshare,Hong Kong,0
2009,productionshare,Hong Kong,0
2010,productionshare,Hong Kong,0
2011,productionshare,Hong Kong,0
2012,productionshare,Hong Kong,0
2013,productionshare,Hong Kong,0
2014,productionshare,Hong Kong,0
2015,productionshare,Hong Kong,0
2016,productionshare,Hong Kong,0
2017,productionshare,Hong Kong,0
2018,productionshare,Hong Kong,0
2019,productionshare,Hong Kong,0
1835,productionshare,India,0
1836,productionshare,India,0
1837,productionshare,India,0
1838,productionshare,India,0
1839,productionshare,India,0
1840,productionshare,India,0
1841,productionshare,India,0
1842,productionshare,India,0
1843,productionshare,India,0
1844,productionshare,India,0
1845,productionshare,India,0
1846,productionshare,India,0
1848,productionshare,India,0
1849,productionshare,India,0
1850,productionshare,India,0
1851,productionshare,India,0
1852,productionshare,India,0
1853,productionshare,India,0
1854,productionshare,India,0
1855,productionshare,India,0
1856,productionshare,India,0
1857,productionshare,India,0
1858,productionshare,India,0
1859,productionshare,India,0
1860,productionshare,India,0
1861,productionshare,India,0
1862,productionshare,India,0
1863,productionshare,India,0
1864,productionshare,India,0
1865,productionshare,India,0
1866,productionshare,India,0
1867,productionshare,India,0
1868,productionshare,India,0
1869,productionshare,India,0
1870,productionshare,India,0
1871,productionshare,India,0
1872,productionshare,India,0
1873,productionshare,India,0
1874,productionshare,India,0
1875,productionshare,India,0
1876,productionshare,India,0
1877,productionshare,India,0
1878,productionshare,India,0
1879,productionshare,India,0
1880,productionshare,India,0
1881,productionshare,India,0
1882,productionshare,India,0
1883,productionshare,India,0
1884,productionshare,India,0
1885,productionshare,India,0
1886,productionshare,India,0
1887,productionshare,India,0
1888,productionshare,India,0
1889,productionshare,India,0
1890,productionshare,India,0
1891,productionshare,India,0
1892,productionshare,India,0
1893,productionshare,India,0
1894,productionshare,India,0
1895,productionshare,India,0
1896,productionshare,India,0
1897,productionshare,India,0
1898,productionshare,India,0
1899,productionshare,India,0
1900,productionshare,India,0
1901,productionshare,India,0
1902,productionshare,India,0
1903,productionshare,India,0
1904,productionshare,India,0
1905,productionshare,India,0
1906,productionshare,India,0
1907,productionshare,India,0
1908,productionshare,India,0
1909,productionshare,India,0
1910,productionshare,India,0
1911,productionshare,India,0
1912,productionshare,India,0
1913,productionshare,India,0
1914,productionshare,India,0
1915,productionshare,India,0
1916,productionshare,India,0
1917,productionshare,India,0
1918,productionshare,India,0
1919,productionshare,India,0
1920,productionshare,India,0
1921,productionshare,India,0
1922,productionshare,India,0
1923,productionshare,India,0
1924,productionshare,India,0
1925,productionshare,India,0
1926,productionshare,India,0
1927,productionshare,India,0
1928,productionshare,India,0
1929,productionshare,India,0
1930,productionshare,India,0
1931,productionshare,India,0
1932,productionshare,India,0
1933,productionshare,India,0
1934,productionshare,India,0
1935,productionshare,India,0
1936,productionshare,India,0
1937,productionshare,India,0
1938,productionshare,India,0
1939,productionshare,India,0
1940,productionshare,India,0
1941,productionshare,India,0
1942,productionshare,India,0
1943,productionshare,India,0
1944,productionshare,India,0
2004,productionshare,India,0
2005,productionshare,India,0
2006,productionshare,India,0
2007,productionshare,India,0
2008,productionshare,India,0
2009,productionshare,India,0
2010,productionshare,India,0
2011,productionshare,India,0
2012,productionshare,India,0
2013,productionshare,India,0
2014,productionshare,India,0
2015,productionshare,India,0
2016,productionshare,India,0
2017,productionshare,India,0
2018,productionshare,India,0
2019,productionshare,India,0
1835,productionshare,Japan,0
1836,productionshare,Japan,0
1837,productionshare,Japan,0
1838,productionshare,Japan,0
